Hours Studied,Sleep Hours,Sample Question Papers Practiced,extra_yn,study_efficiency,practice_ratio,conditioned_study,focus_index,learning_engagement,balance_score,Performance Index
1,7,5,1,89.0,5.0,4.852030263919617,0.5,5.5,7.0,63.0
5,4,7,0,9.8,1.4,7.16703787691222,5.0,12.0,0.6666666666666666,33.0
8,7,8,1,12.125,1.0,15.380572041353537,4.0,15.5,1.5555555555555556,95.0
4,8,5,0,24.5,1.25,12.875503299472802,4.0,9.0,1.6,82.0
5,8,1,1,18.2,0.2,14.33407575382444,2.5,5.5,2.6666666666666665,76.0
1,5,4,1,48.0,4.0,3.4657359027997265,0.5,4.5,5.0,24.0
9,9,0,0,8.333333333333334,0.0,20.723265836946414,9.0,9.0,0.9,74.0
2,6,9,1,45.0,4.5,6.591673732008658,1.0,10.5,4.0,68.0
9,8,2,1,7.222222222222222,0.2222222222222222,18.420680743952367,4.5,10.5,1.6,61.0
3,7,5,0,20.0,1.6666666666666667,9.704060527839234,3.0,8.0,1.75,39.0
5,8,7,1,18.0,1.4,14.33407575382444,2.5,11.5,2.6666666666666665,75.0
2,8,8,0,39.5,4.0,8.788898309344878,2.0,10.0,2.6666666666666665,57.0
8,4,6,0,8.75,0.75,8.788898309344878,8.0,14.0,0.4444444444444444,63.0
3,9,5,1,17.333333333333332,1.6666666666666667,12.476649250079015,1.5,7.5,4.5,32.0
1,8,4,0,75.0,4.0,5.545177444479562,1.0,5.0,4.0,49.0
1,7,7,0,65.0,7.0,4.852030263919617,1.0,8.0,3.5,42.0
4,8,1,1,24.0,0.25,12.875503299472802,2.0,4.5,3.2,80.0
1,7,9,1,80.0,9.0,4.852030263919617,0.5,9.5,7.0,57.0
5,5,7,1,16.2,1.4,8.958797346140274,2.5,11.5,1.6666666666666667,67.0
3,8,4,0,16.333333333333332,1.3333333333333333,11.090354888959125,3.0,7.0,2.0,30.0
9,6,2,0,6.444444444444445,0.2222222222222222,13.815510557964275,9.0,11.0,0.6,57.0
7,6,0,0,13.285714285714286,0.0,12.476649250079014,7.0,7.0,0.75,85.0
1,6,7,0,58.0,7.0,4.1588830833596715,1.0,8.0,3.0,34.0
5,4,0,1,19.8,0.0,7.16703787691222,2.5,4.5,1.3333333333333333,86.0
9,7,9,0,5.0,1.0,16.11809565095832,9.0,18.0,0.7,46.0
1,8,5,1,56.0,5.0,5.545177444479562,0.5,5.5,8.0,31.0
3,9,4,1,24.0,1.3333333333333333,12.476649250079015,1.5,6.5,4.5,55.0
6,8,0,1,9.333333333333334,0.0,15.567281192442506,3.0,5.5,2.2857142857142856,45.0
5,8,5,1,17.2,1.0,14.33407575382444,2.5,9.5,2.6666666666666665,73.0
4,7,2,1,20.75,0.5,11.266065387038703,2.0,5.5,2.8,62.0
5,9,6,1,13.8,1.2,16.125835223052494,2.5,10.5,3.0,58.0
6,9,0,0,14.333333333333334,0.0,17.51319134149782,6.0,6.0,1.2857142857142858,72.0
2,4,7,1,43.0,3.5,4.394449154672439,1.0,8.5,2.6666666666666665,65.0
4,9,7,0,14.75,1.75,14.484941211906902,4.0,11.0,1.8,42.0
7,7,5,1,8.0,0.7142857142857143,14.55609079175885,3.5,11.5,1.75,46.0
6,9,6,1,9.0,1.0,17.51319134149782,3.0,11.5,2.5714285714285716,47.0
6,5,7,1,15.5,1.1666666666666667,9.729550745276565,3.0,12.5,1.4285714285714286,83.0
4,4,9,1,12.5,2.25,6.437751649736401,2.0,12.5,1.6,35.0
3,9,8,1,21.0,2.6666666666666665,12.476649250079015,1.5,10.5,4.5,46.0
6,4,8,1,9.833333333333334,1.3333333333333333,7.783640596221253,3.0,13.5,1.1428571428571428,45.0
3,4,4,0,17.0,1.3333333333333333,5.545177444479562,3.0,7.0,1.0,29.0
8,5,1,1,10.625,0.125,10.986122886681098,4.0,8.5,1.1111111111111112,80.0
3,7,8,1,15.333333333333334,2.6666666666666665,9.704060527839234,1.5,10.5,3.5,28.0
9,7,4,0,6.0,0.4444444444444444,16.11809565095832,9.0,13.0,0.7,50.0
7,7,8,1,5.857142857142857,1.1428571428571428,14.55609079175885,3.5,14.5,1.75,34.0
9,5,5,0,5.888888888888889,0.5555555555555556,11.51292546497023,9.0,14.0,0.5,48.0
5,7,2,0,18.8,0.4,12.542316284596385,5.0,7.0,1.1666666666666667,83.0
3,8,7,0,29.333333333333332,2.3333333333333335,11.090354888959125,3.0,10.0,2.0,69.0
3,9,9,0,20.333333333333332,3.0,12.476649250079015,3.0,12.0,2.25,43.0
4,5,9,0,18.75,2.25,8.047189562170502,4.0,13.0,1.0,61.0
8,8,6,0,11.75,0.75,17.577796618689757,8.0,14.0,0.8888888888888888,92.0
7,5,4,1,12.428571428571429,0.5714285714285714,10.39720770839918,3.5,10.5,1.25,74.0
9,4,2,0,10.555555555555555,0.2222222222222222,9.210340371976184,9.0,11.0,0.4,91.0
3,7,6,1,29.0,2.0,9.704060527839234,1.5,8.5,3.5,66.0
4,9,5,0,24.25,1.25,14.484941211906902,4.0,9.0,1.8,80.0
6,8,0,1,15.5,0.0,15.567281192442506,3.0,5.5,2.2857142857142856,86.0
2,7,1,1,31.5,0.5,7.690286020676768,1.0,2.5,4.666666666666667,39.0
6,8,1,0,11.333333333333334,0.16666666666666666,15.567281192442506,6.0,7.0,1.1428571428571428,55.0
1,6,7,1,96.0,7.0,4.1588830833596715,0.5,7.5,6.0,69.0
3,5,2,1,21.333333333333332,0.6666666666666666,6.931471805599453,1.5,4.5,2.5,44.0
1,5,8,0,73.0,8.0,3.4657359027997265,1.0,9.0,2.5,49.0
6,5,8,1,8.333333333333334,1.3333333333333333,9.729550745276565,3.0,13.5,1.4285714285714286,40.0
8,4,9,0,11.625,1.125,8.788898309344878,8.0,17.0,0.4444444444444444,87.0
2,4,3,1,43.0,1.5,4.394449154672439,1.0,4.5,2.6666666666666665,61.0
9,7,0,1,6.666666666666667,0.0,16.11809565095832,4.5,8.5,1.4,56.0
2,4,4,1,40.0,2.0,4.394449154672439,1.0,5.5,2.6666666666666665,57.0
3,9,4,1,13.666666666666666,1.3333333333333333,12.476649250079015,1.5,6.5,4.5,23.0
4,8,6,0,10.75,1.5,12.875503299472802,4.0,10.0,1.6,25.0
7,7,5,1,6.0,0.7142857142857143,14.55609079175885,3.5,11.5,1.75,34.0
8,9,5,0,5.75,0.625,19.775021196025975,8.0,13.0,1.0,41.0
7,4,4,1,12.0,0.5714285714285714,8.317766166719343,3.5,10.5,1.0,72.0
2,4,2,1,29.5,1.0,4.394449154672439,1.0,3.5,2.6666666666666665,36.0
5,8,2,0,16.6,0.4,14.33407575382444,5.0,7.0,1.3333333333333333,68.0
4,5,4,1,22.0,1.0,8.047189562170502,2.0,7.5,2.0,69.0
1,4,5,0,79.0,5.0,2.772588722239781,1.0,6.0,2.0,52.0
8,5,9,1,7.875,1.125,10.986122886681098,4.0,16.5,1.1111111111111112,60.0
3,8,3,0,16.0,1.0,11.090354888959125,3.0,6.0,2.0,26.0
1,9,5,1,60.0,5.0,6.238324625039508,0.5,5.5,9.0,37.0
6,4,1,1,15.166666666666666,0.16666666666666666,7.783640596221253,3.0,6.5,1.1428571428571428,78.0
3,9,9,1,22.333333333333332,3.0,12.476649250079015,1.5,11.5,4.5,50.0
6,7,7,1,14.0,1.1666666666666667,13.621371043387192,3.0,12.5,2.0,79.0
4,4,8,0,11.0,2.0,6.437751649736401,4.0,12.0,0.8,27.0
7,7,9,1,8.285714285714286,1.2857142857142858,14.55609079175885,3.5,15.5,1.75,46.0
3,4,6,0,32.0,2.0,5.545177444479562,3.0,9.0,1.0,74.0
6,8,4,1,10.666666666666666,0.6666666666666666,15.567281192442506,3.0,9.5,2.2857142857142856,52.0
3,4,2,1,29.666666666666668,0.6666666666666666,5.545177444479562,1.5,4.5,2.0,67.0
2,8,9,0,39.5,4.5,8.788898309344878,2.0,11.0,2.6666666666666665,55.0
8,4,7,1,8.125,0.875,8.788898309344878,4.0,14.5,0.8888888888888888,59.0
3,5,1,0,13.666666666666666,0.3333333333333333,6.931471805599453,3.0,4.0,1.25,21.0
1,7,3,1,84.0,3.0,4.852030263919617,0.5,3.5,7.0,55.0
2,7,8,0,45.0,4.0,7.690286020676768,2.0,10.0,2.3333333333333335,69.0
3,9,1,0,29.0,0.3333333333333333,12.476649250079015,3.0,4.0,2.25,67.0
9,8,6,0,6.333333333333333,0.6666666666666666,18.420680743952367,9.0,15.0,0.8,56.0
8,5,9,0,7.0,1.125,10.986122886681098,8.0,17.0,0.5555555555555556,49.0
1,6,6,1,82.0,6.0,4.1588830833596715,0.5,6.5,6.0,58.0
2,7,5,0,32.0,2.5,7.690286020676768,2.0,7.0,2.3333333333333335,40.0
2,9,6,0,48.5,3.0,9.887510598012987,2.0,8.0,3.0,75.0
2,7,1,0,36.5,0.5,7.690286020676768,2.0,3.0,2.3333333333333335,48.0
2,4,1,0,42.0,0.5,4.394449154672439,2.0,3.0,1.3333333333333333,56.0
6,9,8,1,10.166666666666666,1.3333333333333333,17.51319134149782,3.0,13.5,2.5714285714285716,52.0
4,9,3,1,11.5,0.75,14.484941211906902,2.0,6.5,3.6,28.0
4,8,7,1,19.75,1.75,12.875503299472802,2.0,10.5,3.2,63.0
2,6,6,1,46.0,3.0,6.591673732008658,1.0,7.5,4.0,70.0
8,4,7,0,5.625,0.875,8.788898309344878,8.0,15.0,0.4444444444444444,37.0
7,9,1,0,8.0,0.14285714285714285,18.71497387511852,7.0,8.0,1.125,47.0
6,9,0,0,16.0,0.0,17.51319134149782,6.0,6.0,1.2857142857142858,85.0
1,8,3,0,80.0,3.0,5.545177444479562,1.0,4.0,4.0,53.0
1,5,4,0,95.0,4.0,3.4657359027997265,1.0,5.0,2.5,67.0
8,9,2,1,9.625,0.25,19.775021196025975,4.0,9.5,2.0,73.0
4,7,6,0,10.75,1.5,11.266065387038703,4.0,10.0,1.4,27.0
1,6,1,1,57.0,1.0,4.1588830833596715,0.5,1.5,6.0,35.0
1,7,4,0,65.0,4.0,4.852030263919617,1.0,5.0,3.5,37.0
3,5,6,0,31.333333333333332,2.0,6.931471805599453,3.0,9.0,1.25,75.0
1,4,4,1,63.0,4.0,2.772588722239781,0.5,4.5,4.0,35.0
2,9,5,1,25.0,2.5,9.887510598012987,1.0,6.5,6.0,26.0
7,7,4,1,13.285714285714286,0.5714285714285714,14.55609079175885,3.5,10.5,1.75,86.0
1,4,5,0,94.0,5.0,2.772588722239781,1.0,6.0,2.0,67.0
8,5,4,1,9.375,0.5,10.986122886681098,4.0,11.5,1.1111111111111112,73.0
2,4,4,0,22.5,2.0,4.394449154672439,2.0,6.0,1.3333333333333333,18.0
8,8,4,0,6.75,0.5,17.577796618689757,8.0,12.0,0.8888888888888888,46.0
4,8,5,0,10.75,1.25,12.875503299472802,4.0,9.0,1.6,27.0
1,8,8,0,44.0,8.0,5.545177444479562,1.0,9.0,4.0,21.0
9,7,2,1,9.88888888888889,0.2222222222222222,16.11809565095832,4.5,10.5,1.4,85.0
2,4,7,0,22.5,3.5,4.394449154672439,2.0,9.0,1.3333333333333333,21.0
4,5,2,1,23.25,0.5,8.047189562170502,2.0,5.5,2.0,76.0
5,7,9,1,13.2,1.8,12.542316284596385,2.5,13.5,2.3333333333333335,54.0
9,4,1,1,8.333333333333334,0.1111111111111111,9.210340371976184,4.5,9.5,0.8,67.0
8,9,6,1,5.75,0.75,19.775021196025975,4.0,13.5,2.0,44.0
5,8,6,1,8.2,1.2,14.33407575382444,2.5,10.5,2.6666666666666665,26.0
9,6,7,0,5.555555555555555,0.7777777777777778,13.815510557964275,9.0,16.0,0.6,45.0
9,9,8,0,4.555555555555555,0.8888888888888888,20.723265836946414,9.0,17.0,0.9,39.0
9,9,1,1,10.666666666666666,0.1111111111111111,20.723265836946414,4.5,9.5,1.8,94.0
4,7,1,0,24.75,0.25,11.266065387038703,4.0,5.0,1.4,82.0
3,6,9,0,21.0,3.0,8.317766166719343,3.0,12.0,1.5,45.0
6,9,3,0,12.833333333333334,0.5,17.51319134149782,6.0,9.0,1.2857142857142858,66.0
9,8,6,0,8.222222222222221,0.6666666666666666,18.420680743952367,9.0,15.0,0.8,71.0
1,6,1,0,72.0,1.0,4.1588830833596715,1.0,2.0,3.0,45.0
5,4,7,1,12.4,1.4,7.16703787691222,2.5,11.5,1.3333333333333333,47.0
2,8,0,0,35.5,0.0,8.788898309344878,2.0,2.0,2.6666666666666665,45.0
4,8,4,0,12.25,1.0,12.875503299472802,4.0,8.0,1.6,34.0
4,8,4,0,24.25,1.0,12.875503299472802,4.0,8.0,1.6,84.0
4,6,7,1,15.25,1.75,9.656627474604601,2.0,10.5,2.4,46.0
3,7,3,0,22.0,1.0,9.704060527839234,3.0,6.0,1.75,44.0
3,6,2,0,30.333333333333332,0.6666666666666666,8.317766166719343,3.0,5.0,1.5,71.0
5,8,9,0,10.6,1.8,14.33407575382444,5.0,14.0,1.3333333333333333,39.0
4,4,1,0,19.0,0.25,6.437751649736401,4.0,5.0,0.8,57.0
5,5,6,0,17.6,1.2,8.958797346140274,5.0,11.0,0.8333333333333334,73.0
3,5,0,1,29.333333333333332,0.0,6.931471805599453,1.5,2.5,2.5,70.0
5,9,7,0,13.4,1.4,16.125835223052494,5.0,12.0,1.5,52.0
6,8,3,0,7.333333333333333,0.5,15.567281192442506,6.0,9.0,1.1428571428571428,32.0
4,5,5,0,20.75,1.25,8.047189562170502,4.0,9.0,1.0,66.0
3,8,6,0,29.333333333333332,2.0,11.090354888959125,3.0,9.0,2.0,71.0
6,7,8,0,9.333333333333334,1.3333333333333333,13.621371043387192,6.0,14.0,1.0,44.0
4,8,3,0,14.75,0.75,12.875503299472802,4.0,7.0,1.6,42.0
5,4,9,1,14.8,1.8,7.16703787691222,2.5,13.5,1.3333333333333333,59.0
8,9,2,1,9.5,0.25,19.775021196025975,4.0,9.5,2.0,66.0
3,8,4,0,26.333333333333332,1.3333333333333333,11.090354888959125,3.0,7.0,2.0,61.0
3,7,6,0,17.0,2.0,9.704060527839234,3.0,9.0,1.75,34.0
4,7,2,1,14.5,0.5,11.266065387038703,2.0,5.5,2.8,46.0
2,6,5,1,29.5,2.5,6.591673732008658,1.0,6.5,4.0,40.0
6,6,4,0,8.5,0.6666666666666666,11.675460894331879,6.0,10.0,0.8571428571428571,40.0
6,7,5,0,16.166666666666668,0.8333333333333334,13.621371043387192,6.0,11.0,1.0,90.0
7,6,3,0,13.142857142857142,0.42857142857142855,12.476649250079014,7.0,10.0,0.75,85.0
4,7,2,0,14.0,0.5,11.266065387038703,4.0,6.0,1.4,37.0
3,8,4,1,19.0,1.3333333333333333,11.090354888959125,1.5,6.5,4.0,38.0
7,7,5,1,6.714285714285714,0.7142857142857143,14.55609079175885,3.5,11.5,1.75,34.0
2,7,7,0,38.5,3.5,7.690286020676768,2.0,9.0,2.3333333333333335,57.0
4,5,9,1,13.5,2.25,8.047189562170502,2.0,12.5,2.0,38.0
1,8,0,0,54.0,0.0,5.545177444479562,1.0,1.0,4.0,31.0
5,7,2,1,9.2,0.4,12.542316284596385,2.5,6.5,2.3333333333333335,32.0
5,5,9,0,17.0,1.8,8.958797346140274,5.0,14.0,0.8333333333333334,68.0
8,8,4,0,5.5,0.5,17.577796618689757,8.0,12.0,0.8888888888888888,40.0
4,9,5,1,18.0,1.25,14.484941211906902,2.0,8.5,3.6,55.0
1,4,6,0,90.0,6.0,2.772588722239781,1.0,7.0,2.0,61.0
3,9,6,1,24.333333333333332,2.0,12.476649250079015,1.5,8.5,4.5,52.0
8,8,6,0,11.375,0.75,17.577796618689757,8.0,14.0,0.8888888888888888,86.0
2,4,3,1,46.0,1.5,4.394449154672439,1.0,4.5,2.6666666666666665,67.0
1,8,4,1,52.0,4.0,5.545177444479562,0.5,4.5,8.0,27.0
8,5,5,0,6.875,0.625,10.986122886681098,8.0,13.0,0.5555555555555556,49.0
6,7,2,0,12.5,0.3333333333333333,13.621371043387192,6.0,8.0,1.0,63.0
3,9,6,1,26.666666666666668,2.0,12.476649250079015,1.5,8.5,4.5,64.0
7,4,3,0,13.0,0.42857142857142855,8.317766166719343,7.0,10.0,0.5,82.0
3,4,8,1,33.0,2.6666666666666665,5.545177444479562,1.5,10.5,2.0,76.0
4,4,4,1,24.75,1.0,6.437751649736401,2.0,7.5,1.6,82.0
6,5,9,1,10.833333333333334,1.5,9.729550745276565,3.0,14.5,1.4285714285714286,53.0
5,8,0,1,18.4,0.0,14.33407575382444,2.5,4.5,2.6666666666666665,79.0
8,4,7,1,5.625,0.875,8.788898309344878,4.0,14.5,0.8888888888888888,39.0
2,4,3,0,31.5,1.5,4.394449154672439,2.0,5.0,1.3333333333333333,39.0
3,4,6,0,28.0,2.0,5.545177444479562,3.0,9.0,1.0,62.0
5,8,4,0,13.4,0.8,14.33407575382444,5.0,9.0,1.3333333333333333,53.0
9,8,6,1,10.666666666666666,0.6666666666666666,18.420680743952367,4.5,14.5,1.6,95.0
1,8,6,0,43.0,6.0,5.545177444479562,1.0,7.0,4.0,15.0
8,7,3,0,7.375,0.375,15.380572041353537,8.0,11.0,0.7777777777777778,58.0
5,4,9,0,13.0,1.8,7.16703787691222,5.0,14.0,0.6666666666666666,50.0
9,5,1,1,9.11111111111111,0.1111111111111111,11.51292546497023,4.5,9.5,1.0,78.0
1,7,6,0,57.0,6.0,4.852030263919617,1.0,7.0,3.5,31.0
2,4,2,0,36.0,1.0,4.394449154672439,2.0,4.0,1.3333333333333333,49.0
3,6,0,1,18.0,0.0,8.317766166719343,1.5,2.5,3.0,28.0
7,7,9,0,6.0,1.2857142857142858,14.55609079175885,7.0,16.0,0.875,36.0
9,6,4,1,8.0,0.4444444444444444,13.815510557964275,4.5,12.5,1.2,68.0
2,4,0,0,32.5,0.0,4.394449154672439,2.0,2.0,1.3333333333333333,39.0
1,5,9,0,42.0,9.0,3.4657359027997265,1.0,10.0,2.5,13.0
4,9,0,0,19.75,0.0,14.484941211906902,4.0,4.0,1.8,62.0
3,8,9,1,22.333333333333332,3.0,11.090354888959125,1.5,11.5,4.0,48.0
2,7,2,1,41.0,1.0,7.690286020676768,1.0,3.5,4.666666666666667,61.0
5,7,0,0,12.0,0.0,12.542316284596385,5.0,5.0,1.1666666666666667,45.0
7,7,3,0,10.857142857142858,0.42857142857142855,14.55609079175885,7.0,10.0,0.875,64.0
8,6,9,0,8.5,1.125,13.183347464017316,8.0,17.0,0.6666666666666666,64.0
9,9,8,0,6.888888888888889,0.8888888888888888,20.723265836946414,9.0,17.0,0.9,57.0
3,5,3,1,28.666666666666668,1.0,6.931471805599453,1.5,5.5,2.5,64.0
6,9,9,0,6.666666666666667,1.5,17.51319134149782,6.0,15.0,1.2857142857142858,29.0
8,7,2,1,6.0,0.25,15.380572041353537,4.0,9.5,1.5555555555555556,44.0
6,8,6,0,9.0,1.0,15.567281192442506,6.0,12.0,1.1428571428571428,45.0
8,5,2,1,9.125,0.25,10.986122886681098,4.0,9.5,1.1111111111111112,69.0
3,9,9,1,23.666666666666668,3.0,12.476649250079015,1.5,11.5,4.5,51.0
1,5,8,0,82.0,8.0,3.4657359027997265,1.0,9.0,2.5,59.0
7,8,3,1,5.857142857142857,0.42857142857142855,16.635532333438686,3.5,9.5,2.0,34.0
9,5,5,0,6.666666666666667,0.5555555555555556,11.51292546497023,9.0,14.0,0.5,57.0
5,7,5,0,10.2,1.0,12.542316284596385,5.0,10.0,1.1666666666666667,37.0
6,7,5,0,12.166666666666666,0.8333333333333334,13.621371043387192,6.0,11.0,1.0,59.0
8,4,2,1,8.125,0.25,8.788898309344878,4.0,9.5,0.8888888888888888,58.0
9,7,5,1,4.666666666666667,0.5555555555555556,16.11809565095832,4.5,13.5,1.4,40.0
6,5,9,1,15.833333333333334,1.5,9.729550745276565,3.0,14.5,1.4285714285714286,85.0
4,8,9,1,18.0,2.25,12.875503299472802,2.0,12.5,3.2,56.0
9,9,2,0,10.444444444444445,0.2222222222222222,20.723265836946414,9.0,11.0,0.9,91.0
8,9,6,0,10.125,0.75,19.775021196025975,8.0,14.0,1.0,74.0
7,8,0,0,5.714285714285714,0.0,16.635532333438686,7.0,7.0,1.0,30.0
5,5,3,1,19.6,0.6,8.958797346140274,2.5,7.5,1.6666666666666667,84.0
3,4,5,0,25.0,1.6666666666666667,5.545177444479562,3.0,8.0,1.0,54.0
8,5,2,0,11.875,0.25,10.986122886681098,8.0,10.0,0.5555555555555556,90.0
8,4,8,0,10.75,1.0,8.788898309344878,8.0,16.0,0.4444444444444444,81.0
4,5,0,1,12.25,0.0,8.047189562170502,2.0,3.5,2.0,29.0
9,6,0,1,4.555555555555555,0.0,13.815510557964275,4.5,8.5,1.2,38.0
1,5,7,0,68.0,7.0,3.4657359027997265,1.0,8.0,2.5,42.0
9,7,6,0,5.333333333333333,0.6666666666666666,16.11809565095832,9.0,15.0,0.7,44.0
7,7,6,1,8.571428571428571,0.8571428571428571,14.55609079175885,3.5,12.5,1.75,53.0
1,4,2,0,91.0,2.0,2.772588722239781,1.0,3.0,2.0,64.0
4,6,7,0,15.5,1.75,9.656627474604601,4.0,11.0,1.2,45.0
5,5,7,1,17.0,1.4,8.958797346140274,2.5,11.5,1.6666666666666667,73.0
9,6,3,0,5.555555555555555,0.3333333333333333,13.815510557964275,9.0,12.0,0.6,44.0
3,6,3,1,26.333333333333332,1.0,8.317766166719343,1.5,5.5,3.0,62.0
5,9,8,1,8.8,1.6,16.125835223052494,2.5,12.5,3.0,33.0
1,7,3,1,73.0,3.0,4.852030263919617,0.5,3.5,7.0,49.0
1,6,5,1,40.0,5.0,4.1588830833596715,0.5,5.5,6.0,11.0
1,4,1,1,50.0,1.0,2.772588722239781,0.5,1.5,4.0,23.0
5,6,3,1,19.6,0.6,10.75055681536833,2.5,7.5,2.0,84.0
3,9,0,1,21.0,0.0,12.476649250079015,1.5,2.5,4.5,44.0
5,6,9,1,12.0,1.8,10.75055681536833,2.5,13.5,2.0,48.0
5,4,0,1,12.8,0.0,7.16703787691222,2.5,4.5,1.3333333333333333,50.0
9,6,3,1,7.111111111111111,0.3333333333333333,13.815510557964275,4.5,11.5,1.2,58.0
5,9,4,0,9.4,0.8,16.125835223052494,5.0,9.0,1.5,36.0
1,9,4,1,82.0,4.0,6.238324625039508,0.5,4.5,9.0,62.0
6,9,9,1,8.666666666666666,1.5,17.51319134149782,3.0,14.5,2.5714285714285716,41.0
7,8,9,0,10.0,1.2857142857142858,16.635532333438686,7.0,16.0,1.0,62.0
1,7,8,1,64.0,8.0,4.852030263919617,0.5,8.5,7.0,40.0
1,9,2,0,47.0,2.0,6.238324625039508,1.0,3.0,4.5,22.0
7,7,8,1,12.428571428571429,1.1428571428571428,14.55609079175885,3.5,14.5,1.75,77.0
4,9,4,1,23.75,1.0,14.484941211906902,2.0,7.5,3.6,75.0
5,9,2,0,14.4,0.4,16.125835223052494,5.0,7.0,1.5,57.0
5,5,5,0,10.0,1.0,8.958797346140274,5.0,10.0,0.8333333333333334,31.0
4,8,1,1,19.75,0.25,12.875503299472802,2.0,4.5,3.2,60.0
1,5,1,1,47.0,1.0,3.4657359027997265,0.5,1.5,5.0,23.0
1,9,4,1,46.0,4.0,6.238324625039508,0.5,4.5,9.0,23.0
7,7,3,1,12.0,0.42857142857142855,14.55609079175885,3.5,9.5,1.75,79.0
6,7,6,1,10.333333333333334,1.0,13.621371043387192,3.0,11.5,2.0,51.0
4,9,0,1,22.0,0.0,14.484941211906902,2.0,3.5,3.6,74.0
9,4,4,1,4.555555555555555,0.4444444444444444,9.210340371976184,4.5,12.5,0.8,36.0
2,9,8,1,29.0,4.0,9.887510598012987,1.0,9.5,6.0,35.0
9,6,0,0,6.777777777777778,0.0,13.815510557964275,9.0,9.0,0.6,56.0
8,4,8,1,8.625,1.0,8.788898309344878,4.0,15.5,0.8888888888888888,63.0
7,5,4,0,12.428571428571429,0.5714285714285714,10.39720770839918,7.0,11.0,0.625,78.0
6,4,9,0,15.666666666666666,1.5,7.783640596221253,6.0,15.0,0.5714285714285714,81.0
2,8,3,0,33.5,1.5,8.788898309344878,2.0,5.0,2.6666666666666665,46.0
9,9,7,0,10.777777777777779,0.7777777777777778,20.723265836946414,9.0,16.0,0.9,97.0
8,8,1,1,11.375,0.125,17.577796618689757,4.0,8.5,1.7777777777777777,87.0
5,5,7,0,17.8,1.4,8.958797346140274,5.0,12.0,0.8333333333333334,74.0
4,4,9,0,19.25,2.25,6.437751649736401,4.0,13.0,0.8,59.0
1,8,5,1,74.0,5.0,5.545177444479562,0.5,5.5,8.0,50.0
8,7,8,0,11.375,1.0,15.380572041353537,8.0,16.0,0.7777777777777778,88.0
7,9,4,1,12.571428571428571,0.5714285714285714,18.71497387511852,3.5,10.5,2.25,79.0
3,5,8,0,30.0,2.6666666666666665,6.931471805599453,3.0,11.0,1.25,66.0
6,7,0,1,12.5,0.0,13.621371043387192,3.0,5.5,2.0,63.0
7,6,0,0,7.571428571428571,0.0,12.476649250079014,7.0,7.0,0.75,43.0
2,5,3,0,45.5,1.5,5.493061443340549,2.0,5.0,1.6666666666666667,67.0
4,9,9,0,10.0,2.25,14.484941211906902,4.0,13.0,1.8,25.0
2,7,8,1,48.0,4.0,7.690286020676768,1.0,9.5,4.666666666666667,77.0
5,5,6,1,19.0,1.2,8.958797346140274,2.5,10.5,1.6666666666666667,81.0
9,7,4,1,5.0,0.4444444444444444,16.11809565095832,4.5,12.5,1.4,43.0
6,9,6,0,16.0,1.0,17.51319134149782,6.0,12.0,1.2857142857142858,86.0
1,5,2,0,55.0,2.0,3.4657359027997265,1.0,3.0,2.5,26.0
9,5,9,0,10.666666666666666,1.0,11.51292546497023,9.0,18.0,0.5,91.0
4,8,1,1,23.5,0.25,12.875503299472802,2.0,4.5,3.2,78.0
4,7,0,1,18.25,0.0,11.266065387038703,2.0,3.5,2.8,56.0
5,6,7,0,16.6,1.4,10.75055681536833,5.0,12.0,1.0,71.0
4,9,9,1,17.25,2.25,14.484941211906902,2.0,12.5,3.6,55.0
5,5,5,1,13.6,1.0,8.958797346140274,2.5,9.5,1.6666666666666667,53.0
2,9,8,0,49.0,4.0,9.887510598012987,2.0,10.0,3.0,79.0
5,6,9,1,15.8,1.8,10.75055681536833,2.5,13.5,2.0,66.0
8,8,2,0,7.125,0.25,17.577796618689757,8.0,10.0,0.8888888888888888,51.0
4,8,5,0,14.75,1.25,12.875503299472802,4.0,9.0,1.6,44.0
4,9,8,1,24.5,2.0,14.484941211906902,2.0,11.5,3.6,83.0
6,9,9,0,11.333333333333334,1.5,17.51319134149782,6.0,15.0,1.2857142857142858,57.0
5,9,8,1,10.0,1.6,16.125835223052494,2.5,12.5,3.0,42.0
7,7,6,0,9.428571428571429,0.8571428571428571,14.55609079175885,7.0,13.0,0.875,58.0
9,6,6,0,11.0,0.6666666666666666,13.815510557964275,9.0,15.0,0.6,96.0
5,6,2,0,17.4,0.4,10.75055681536833,5.0,7.0,1.0,72.0
2,8,7,1,38.0,3.5,8.788898309344878,1.0,8.5,5.333333333333333,57.0
6,7,7,1,11.666666666666666,1.1666666666666667,13.621371043387192,3.0,12.5,2.0,61.0
2,8,4,1,34.0,2.0,8.788898309344878,1.0,5.5,5.333333333333333,46.0
5,7,1,1,13.6,0.2,12.542316284596385,2.5,5.5,2.3333333333333335,54.0
9,8,9,0,9.666666666666666,1.0,18.420680743952367,9.0,18.0,0.8,89.0
4,4,6,1,24.5,1.5,6.437751649736401,2.0,9.5,1.6,84.0
8,9,5,0,7.0,0.625,19.775021196025975,8.0,13.0,1.0,52.0
2,7,6,1,49.5,3.0,7.690286020676768,1.0,7.5,4.666666666666667,76.0
4,9,8,1,19.75,2.0,14.484941211906902,2.0,11.5,3.6,61.0
1,8,7,0,46.0,7.0,5.545177444479562,1.0,8.0,4.0,20.0
